borough,building_class_category,gross_square_feet,sale_price,sale_date,building_class_8
1,11 SPECIAL CONDO BILLING LOTS,14659,375000,2025-02-10,Other
1,11 SPECIAL CONDO BILLING LOTS,2446,3890000,2025-01-23,Other
1,11 SPECIAL CONDO BILLING LOTS,4321,8500000,2025-01-31,Other
3,11 SPECIAL CONDO BILLING LOTS,129410,112800000,2024-11-14,Other
3,11 SPECIAL CONDO BILLING LOTS,89603,72600000,2025-07-24,Other
2,02 TWO FAMILY DWELLINGS,2507,729000,2025-01-17,TwoFamily
2,03 THREE FAMILY DWELLINGS,2280,707000,2025-01-17,ThreeFamily
2,03 THREE FAMILY DWELLINGS,2280,707000,2025-01-17,ThreeFamily
2,03 THREE FAMILY DWELLINGS,2280,707000,2025-01-17,ThreeFamily
3,02 TWO FAMILY DWELLINGS,3013,1635000,2025-07-07,TwoFamily
3,01 ONE FAMILY DWELLINGS,2304,4800000,2025-04-09,OneFamily
3,14 RENTALS - 4-10 UNIT,4092,3700000,2024-11-04,Other
3,01 ONE FAMILY DWELLINGS,1320,500000,2025-10-24,OneFamily
3,01 ONE FAMILY DWELLINGS,1800,600000,2025-10-06,OneFamily
3,02 TWO FAMILY DWELLINGS,3000,1135273,2025-01-28,TwoFamily
3,01 ONE FAMILY DWELLINGS,960,825000,2025-02-13,OneFamily
3,01 ONE FAMILY DWELLINGS,1000,1825000,2025-08-22,OneFamily
4,01 ONE FAMILY DWELLINGS,960,645000,2025-02-03,OneFamily
1,08 RENTALS - ELEVATOR APARTMENTS,42108,6300000,2025-08-14,ElevatorApt
1,08 RENTALS - ELEVATOR APARTMENTS,47988,5850000,2025-08-01,ElevatorApt
2,08 RENTALS - ELEVATOR APARTMENTS,44916,3870490,2025-05-16,ElevatorApt
2,08 RENTALS - ELEVATOR APARTMENTS,50400,4243200,2025-05-16,ElevatorApt
2,22 STORE BUILDINGS,10000,4500000,2025-02-10,Commercial
2,07 RENTALS - WALKUP APARTMENTS,48800,3600000,2025-04-10,WalkupApt
2,01 ONE FAMILY DWELLINGS,2834,426459,2024-11-15,OneFamily
2,07 RENTALS - WALKUP APARTMENTS,36300,1325000,2025-08-11,WalkupApt
2,29 COMMERCIAL GARAGES,10000,6000000,2025-06-25,Commercial
2,07 RENTALS - WALKUP APARTMENTS,40075,32333419,2025-06-30,WalkupApt
2,22 STORE BUILDINGS,8327,3875000,2025-09-30,Commercial
2,27 FACTORIES,16205,4500000,2025-03-19,Commercial
2,07 RENTALS - WALKUP APARTMENTS,36500,4050000,2025-03-19,WalkupApt
2,22 STORE BUILDINGS,15600,1850000,2025-10-15,Commercial
2,22 STORE BUILDINGS,10000,8000000,2025-09-11,Commercial
3,22 STORE BUILDINGS,20000,6714284,2025-07-31,Commercial
3,29 COMMERCIAL GARAGES,4910,4500000,2025-01-07,Commercial
3,22 STORE BUILDINGS,10000,6235000,2025-10-22,Commercial
3,33 EDUCATIONAL FACILITIES,25000,2100000,2025-06-26,Commercial
3,27 FACTORIES,8300,1395000,2025-10-24,Commercial
3,35 INDOOR PUBLIC AND CULTURAL FACILITIES,6378,3200000,2025-02-21,Commercial
3,07 RENTALS - WALKUP APARTMENTS,32800,2300000,2025-08-14,WalkupApt
3,22 STORE BUILDINGS,8600,5250000,2025-07-09,Commercial
3,01 ONE FAMILY DWELLINGS,2976,950000,2024-12-17,OneFamily
3,07 RENTALS - WALKUP APARTMENTS,6516,7360000,2025-05-30,WalkupApt
3,03 THREE FAMILY DWELLINGS,3060,850000,2025-07-30,ThreeFamily
3,22 STORE BUILDINGS,6200,2000000,2025-08-28,Commercial
4,01 ONE FAMILY DWELLINGS,1600,2100000,2024-12-09,OneFamily
4,07 RENTALS - WALKUP APARTMENTS,3840,2150000,2025-01-17,WalkupApt
4,30 WAREHOUSES,5950,4118000,2025-09-17,Commercial
4,01 ONE FAMILY DWELLINGS,1678,1400000,2025-01-20,OneFamily
4,01 ONE FAMILY DWELLINGS,2039,1215000,2024-11-25,OneFamily
4,01 ONE FAMILY DWELLINGS,1460,1400000,2025-07-29,OneFamily
4,29 COMMERCIAL GARAGES,3000,4950000,2025-04-15,Commercial
4,01 ONE FAMILY DWELLINGS,2203,999000,2025-09-29,OneFamily
4,01 ONE FAMILY DWELLINGS,4725,2900000,2025-02-06,OneFamily
4,21 OFFICE BUILDINGS,27324,11360260,2025-03-04,Commercial
4,22 STORE BUILDINGS,10000,6800000,2024-11-04,Commercial
4,22 STORE BUILDINGS,450,6800000,2024-11-04,Commercial
4,22 STORE BUILDINGS,1900,3700000,2025-08-25,Commercial
4,29 COMMERCIAL GARAGES,10000,3950000,2025-03-13,Commercial
4,29 COMMERCIAL GARAGES,7000,4232500,2025-05-15,Commercial
4,30 WAREHOUSES,4000,3915000,2024-12-11,Commercial
4,33 EDUCATIONAL FACILITIES,20000,12000000,2025-05-21,Commercial
4,22 STORE BUILDINGS,9600,5205000,2025-02-13,Commercial
4,07 RENTALS - WALKUP APARTMENTS,5040,156000,2025-03-19,WalkupApt
4,07 RENTALS - WALKUP APARTMENTS,35000,9500000,2025-06-26,WalkupApt
4,27 FACTORIES,2906,2600000,2024-12-12,Commercial
5,01 ONE FAMILY DWELLINGS,3904,1350000,2025-03-12,OneFamily
5,02 TWO FAMILY DWELLINGS,2375,800000,2025-08-27,TwoFamily
5,22 STORE BUILDINGS,1974,1775000,2025-08-05,Commercial
5,01 ONE FAMILY DWELLINGS,5880,1944000,2025-01-31,OneFamily
5,01 ONE FAMILY DWELLINGS,1650,1150000,2025-03-20,OneFamily
5,01 ONE FAMILY DWELLINGS,4953,2099999,2024-12-11,OneFamily
5,07 RENTALS - WALKUP APARTMENTS,5440,2175000,2025-05-20,WalkupApt
5,01 ONE FAMILY DWELLINGS,2696,1700000,2024-11-22,OneFamily
5,02 TWO FAMILY DWELLINGS,3504,1180000,2025-08-05,TwoFamily
5,07 RENTALS - WALKUP APARTMENTS,5516,1250000,2024-12-31,WalkupApt
5,02 TWO FAMILY DWELLINGS,2976,1150000,2025-03-21,TwoFamily
5,01 ONE FAMILY DWELLINGS,3600,1400000,2025-04-03,OneFamily
5,01 ONE FAMILY DWELLINGS,2352,975000,2025-07-11,OneFamily
5,01 ONE FAMILY DWELLINGS,4752,1350000,2025-10-24,OneFamily
5,02 TWO FAMILY DWELLINGS,2832,1220000,2025-03-21,TwoFamily
5,02 TWO FAMILY DWELLINGS,2832,1270000,2024-12-16,TwoFamily
5,02 TWO FAMILY DWELLINGS,6108,1875000,2024-11-08,TwoFamily
5,01 ONE FAMILY DWELLINGS,1672,1195000,2025-02-19,OneFamily
5,01 ONE FAMILY DWELLINGS,1950,820000,2024-12-05,OneFamily
5,01 ONE FAMILY DWELLINGS,3144,2200000,2025-04-23,OneFamily
5,01 ONE FAMILY DWELLINGS,1428,650000,2024-11-13,OneFamily
5,01 ONE FAMILY DWELLINGS,2452,1125000,2025-04-01,OneFamily
5,01 ONE FAMILY DWELLINGS,1300,1200000,2025-07-29,OneFamily
5,02 TWO FAMILY DWELLINGS,4192,1399000,2025-07-03,TwoFamily
5,02 TWO FAMILY DWELLINGS,3000,980000,2025-09-18,TwoFamily
5,02 TWO FAMILY DWELLINGS,2940,1075000,2024-12-23,TwoFamily
2,07 RENTALS - WALKUP APARTMENTS,25412,2700000,2025-07-15,WalkupApt
4,01 ONE FAMILY DWELLINGS,4755,1700000,2025-04-02,OneFamily
2,21 OFFICE BUILDINGS,28000,24000000,2024-12-12,Commercial
3,01 ONE FAMILY DWELLINGS,1080,740000,2024-11-08,OneFamily
2,22 STORE BUILDINGS,13800,4650000,2025-02-20,Commercial
3,30 WAREHOUSES,25420,10990000,2025-03-25,Commercial
4,30 WAREHOUSES,9900,26839859,2025-08-05,Commercial
4,01 ONE FAMILY DWELLINGS,2310,2800000,2025-05-22,OneFamily
1,21 OFFICE BUILDINGS,88722,67223960,2025-01-08,Commercial
1,26 OTHER HOTELS,153363,57789019,2024-12-12,Commercial
5,01 ONE FAMILY DWELLINGS,1080,760000,2025-03-03,OneFamily
4,02 TWO FAMILY DWELLINGS,2980,5300000,2025-02-06,TwoFamily
5,01 ONE FAMILY DWELLINGS,930,510000,2025-05-19,OneFamily
5,02 TWO FAMILY DWELLINGS,5197,1782000,2024-11-25,TwoFamily
5,01 ONE FAMILY DWELLINGS,1000,750000,2025-06-02,OneFamily
5,30 WAREHOUSES,6741,4900000,2025-10-03,Commercial
1,07 RENTALS - WALKUP APARTMENTS,36295,8750000,2025-04-03,WalkupApt
3,01 ONE FAMILY DWELLINGS,976,550000,2025-07-18,OneFamily
5,01 ONE FAMILY DWELLINGS,688,795000,2025-04-25,OneFamily
4,29 COMMERCIAL GARAGES,1000,110000,2024-11-05,Commercial
3,03 THREE FAMILY DWELLINGS,2600,1525000,2025-02-05,ThreeFamily
3,02 TWO FAMILY DWELLINGS,2352,1507051,2025-09-11,TwoFamily
4,01 ONE FAMILY DWELLINGS,1528,632000,2025-07-24,OneFamily
5,01 ONE FAMILY DWELLINGS,2001,610000,2025-07-21,OneFamily
4,01 ONE FAMILY DWELLINGS,1959,1375000,2025-05-01,OneFamily
3,01 ONE FAMILY DWELLINGS,1834,1500000,2025-07-23,OneFamily
2,01 ONE FAMILY DWELLINGS,3936,2000000,2025-10-03,OneFamily
5,02 TWO FAMILY DWELLINGS,1494,495000,2025-08-08,TwoFamily
2,29 COMMERCIAL GARAGES,7675,3143325,2025-09-25,Commercial
5,01 ONE FAMILY DWELLINGS,1480,525000,2025-08-19,OneFamily
1,21 OFFICE BUILDINGS,120592,7435000,2025-08-01,Commercial
4,01 ONE FAMILY DWELLINGS,1750,1440000,2025-04-11,OneFamily
2,30 WAREHOUSES,8375,1900000,2025-05-06,Commercial
4,21 OFFICE BUILDINGS,3530,2000000,2025-05-28,Commercial
5,01 ONE FAMILY DWELLINGS,1176,635000,2025-03-25,OneFamily
4,01 ONE FAMILY DWELLINGS,1852,1190000,2025-04-14,OneFamily
2,01 ONE FAMILY DWELLINGS,2950,2120000,2025-05-16,OneFamily
4,22 STORE BUILDINGS,7900,4000000,2025-07-16,Commercial
4,30 WAREHOUSES,9800,5000000,2025-07-07,Commercial
4,22 STORE BUILDINGS,10160,9000000,2025-05-22,Commercial
3,01 ONE FAMILY DWELLINGS,910,825000,2025-02-13,OneFamily
5,01 ONE FAMILY DWELLINGS,1474,550000,2025-06-03,OneFamily
2,08 RENTALS - ELEVATOR APARTMENTS,38250,4238870,2025-05-16,ElevatorApt
5,02 TWO FAMILY DWELLINGS,3400,1200000,2025-08-27,TwoFamily
5,01 ONE FAMILY DWELLINGS,3970,600000,2024-12-26,OneFamily
3,01 ONE FAMILY DWELLINGS,992,875000,2025-10-21,OneFamily
5,02 TWO FAMILY DWELLINGS,1637,725000,2024-11-13,TwoFamily
4,01 ONE FAMILY DWELLINGS,2790,1830000,2025-03-03,OneFamily
2,07 RENTALS - WALKUP APARTMENTS,37960,6300000,2025-01-29,WalkupApt
1,07 RENTALS - WALKUP APARTMENTS,4788,4810000,2025-01-03,WalkupApt
5,02 TWO FAMILY DWELLINGS,4280,1103783,2025-08-28,TwoFamily
3,29 COMMERCIAL GARAGES,9800,3750000,2025-09-26,Commercial
1,08 RENTALS - ELEVATOR APARTMENTS,39578,5900000,2025-05-15,ElevatorApt
2,08 RENTALS - ELEVATOR APARTMENTS,47886,5500000,2024-11-15,ElevatorApt
4,30 WAREHOUSES,9600,3250000,2024-11-21,Commercial
5,01 ONE FAMILY DWELLINGS,8950,912000,2025-03-20,OneFamily
5,01 ONE FAMILY DWELLINGS,3768,637500,2025-02-03,OneFamily
2,01 ONE FAMILY DWELLINGS,2635,1700000,2024-11-01,OneFamily
2,08 RENTALS - ELEVATOR APARTMENTS,36000,3350000,2025-02-26,ElevatorApt
3,29 COMMERCIAL GARAGES,2348,4600000,2024-12-06,Commercial
4,22 STORE BUILDINGS,13005,4350000,2025-02-26,Commercial
2,29 COMMERCIAL GARAGES,10300,4785000,2025-01-06,Commercial
4,01 ONE FAMILY DWELLINGS,2340,1600000,2025-06-04,OneFamily
5,01 ONE FAMILY DWELLINGS,1675,658000,2025-09-09,OneFamily
5,01 ONE FAMILY DWELLINGS,1675,639999,2025-07-29,OneFamily
3,21 OFFICE BUILDINGS,7972,12150000,2025-03-28,Commercial
4,01 ONE FAMILY DWELLINGS,2136,1300000,2025-05-08,OneFamily
3,14 RENTALS - 4-10 UNIT,3760,2450000,2024-11-14,Other
4,01 ONE FAMILY DWELLINGS,1478,1500000,2025-08-20,OneFamily
5,02 TWO FAMILY DWELLINGS,4200,1705000,2025-10-27,TwoFamily
1,08 RENTALS - ELEVATOR APARTMENTS,102053,10500000,2024-11-18,ElevatorApt
1,14 RENTALS - 4-10 UNIT,3755,4525000,2025-06-03,Other
5,01 ONE FAMILY DWELLINGS,1254,680000,2025-02-25,OneFamily
1,02 TWO FAMILY DWELLINGS,3344,11500000,2025-04-28,TwoFamily
3,02 TWO FAMILY DWELLINGS,1152,800000,2025-02-27,TwoFamily
5,01 ONE FAMILY DWELLINGS,2760,990000,2025-06-25,OneFamily
3,02 TWO FAMILY DWELLINGS,2251,2222563,2025-01-10,TwoFamily
4,01 ONE FAMILY DWELLINGS,1920,765000,2025-09-30,OneFamily
4,01 ONE FAMILY DWELLINGS,864,369562,2025-01-30,OneFamily
4,02 TWO FAMILY DWELLINGS,1805,710000,2025-10-06,TwoFamily
3,30 WAREHOUSES,56000,15445000,2025-04-02,Commercial
2,01 ONE FAMILY DWELLINGS,2352,1350000,2025-06-30,OneFamily
1,07 RENTALS - WALKUP APARTMENTS,2952,2000000,2025-01-13,WalkupApt
5,01 ONE FAMILY DWELLINGS,5707,1460000,2025-06-26,OneFamily
3,14 RENTALS - 4-10 UNIT,3420,1380000,2024-11-27,Other
3,01 ONE FAMILY DWELLINGS,1352,1210000,2025-05-23,OneFamily
3,02 TWO FAMILY DWELLINGS,1876,1370000,2025-05-16,TwoFamily
3,02 TWO FAMILY DWELLINGS,3042,1315000,2025-07-03,TwoFamily
3,02 TWO FAMILY DWELLINGS,3030,3211465,2025-01-10,TwoFamily
5,01 ONE FAMILY DWELLINGS,910,579900,2025-09-25,OneFamily
5,01 ONE FAMILY DWELLINGS,1480,590000,2025-05-08,OneFamily
5,01 ONE FAMILY DWELLINGS,1176,560000,2025-05-09,OneFamily
3,01 ONE FAMILY DWELLINGS,5311,2375000,2025-01-17,OneFamily
3,08 RENTALS - ELEVATOR APARTMENTS,44100,4600000,2025-03-10,ElevatorApt
5,02 TWO FAMILY DWELLINGS,4780,1087500,2025-08-14,TwoFamily
3,01 ONE FAMILY DWELLINGS,2625,6488333,2025-03-20,OneFamily
1,21 OFFICE BUILDINGS,129135,105500000,2025-05-28,Commercial
2,30 WAREHOUSES,7900,2400000,2025-06-17,Commercial
5,01 ONE FAMILY DWELLINGS,3000,1400000,2025-08-21,OneFamily
2,01 ONE FAMILY DWELLINGS,1232,630000,2025-05-07,OneFamily
4,22 STORE BUILDINGS,2024,6200000,2025-08-26,Commercial
2,02 TWO FAMILY DWELLINGS,1350,300000,2025-08-14,TwoFamily
2,01 ONE FAMILY DWELLINGS,3698,2725000,2025-03-07,OneFamily
2,01 ONE FAMILY DWELLINGS,2348,1170000,2025-01-06,OneFamily
1,08 RENTALS - ELEVATOR APARTMENTS,48438,120198,2025-02-27,ElevatorApt
3,01 ONE FAMILY DWELLINGS,719,750000,2025-08-29,OneFamily
4,01 ONE FAMILY DWELLINGS,1996,990000,2025-06-24,OneFamily
4,01 ONE FAMILY DWELLINGS,1996,988000,2025-03-21,OneFamily
5,01 ONE FAMILY DWELLINGS,1008,597000,2025-09-03,OneFamily
5,01 ONE FAMILY DWELLINGS,1008,590000,2025-04-30,OneFamily
5,01 ONE FAMILY DWELLINGS,1480,641000,2025-09-18,OneFamily
5,01 ONE FAMILY DWELLINGS,1008,565000,2025-09-09,OneFamily
4,29 COMMERCIAL GARAGES,1875,4137238,2025-02-07,Commercial
5,01 ONE FAMILY DWELLINGS,2404,1275000,2025-08-26,OneFamily
5,01 ONE FAMILY DWELLINGS,1268,875000,2025-09-05,OneFamily
5,02 TWO FAMILY DWELLINGS,4200,1530000,2025-09-11,TwoFamily
5,02 TWO FAMILY DWELLINGS,3870,1645000,2025-06-11,TwoFamily
5,02 TWO FAMILY DWELLINGS,3960,1325000,2024-12-23,TwoFamily
3,01 ONE FAMILY DWELLINGS,1152,800000,2025-03-06,OneFamily
5,01 ONE FAMILY DWELLINGS,1570,590000,2025-07-15,OneFamily
5,01 ONE FAMILY DWELLINGS,5831,795000,2025-03-18,OneFamily
2,32 HOSPITAL AND HEALTH FACILITIES,25000,5400000,2025-04-03,Commercial
5,01 ONE FAMILY DWELLINGS,1350,950000,2025-07-28,OneFamily
4,02 TWO FAMILY DWELLINGS,2040,1965000,2025-02-14,TwoFamily
2,08 RENTALS - ELEVATOR APARTMENTS,50762,3200000,2025-07-31,ElevatorApt
5,01 ONE FAMILY DWELLINGS,3288,1500000,2025-04-17,OneFamily
3,02 TWO FAMILY DWELLINGS,2052,2998000,2025-05-16,TwoFamily
3,22 STORE BUILDINGS,11149,3300000,2025-08-14,Commercial
3,22 STORE BUILDINGS,10700,3000000,2024-12-05,Commercial
3,01 ONE FAMILY DWELLINGS,1452,995000,2025-02-04,OneFamily
4,01 ONE FAMILY DWELLINGS,5238,3665700,2025-03-31,OneFamily
3,01 ONE FAMILY DWELLINGS,612,520000,2025-01-21,OneFamily
5,02 TWO FAMILY DWELLINGS,4480,1756481,2025-01-28,TwoFamily
2,03 THREE FAMILY DWELLINGS,936,5102000,2024-12-11,ThreeFamily
2,26 OTHER HOTELS,7600,4300000,2025-03-13,Commercial
1,02 TWO FAMILY DWELLINGS,2880,975000,2024-11-27,TwoFamily
4,01 ONE FAMILY DWELLINGS,1032,467000,2025-07-29,OneFamily
5,01 ONE FAMILY DWELLINGS,1080,470000,2025-08-04,OneFamily
5,01 ONE FAMILY DWELLINGS,1440,385000,2025-06-15,OneFamily
5,01 ONE FAMILY DWELLINGS,1000,436000,2025-06-20,OneFamily
2,38 ASYLUMS AND HOMES,20200,4275000,2024-12-23,Other
5,01 ONE FAMILY DWELLINGS,2164,1150000,2025-10-01,OneFamily
5,01 ONE FAMILY DWELLINGS,1767,1188000,2025-09-23,OneFamily
5,02 TWO FAMILY DWELLINGS,2600,1250000,2025-03-13,TwoFamily
1,01 ONE FAMILY DWELLINGS,4576,7200000,2025-02-20,OneFamily
4,01 ONE FAMILY DWELLINGS,1468,590000,2025-05-14,OneFamily
4,01 ONE FAMILY DWELLINGS,1468,610000,2025-05-08,OneFamily
4,01 ONE FAMILY DWELLINGS,1468,580000,2025-07-14,OneFamily
5,01 ONE FAMILY DWELLINGS,1480,540000,2025-03-14,OneFamily
1,26 OTHER HOTELS,71541,59830000,2024-11-08,Commercial
5,01 ONE FAMILY DWELLINGS,3796,1525000,2025-06-09,OneFamily
3,02 TWO FAMILY DWELLINGS,1728,2250000,2025-04-28,TwoFamily
3,14 RENTALS - 4-10 UNIT,2490,3000000,2024-11-19,Other
3,02 TWO FAMILY DWELLINGS,3572,1100000,2025-08-14,TwoFamily
4,02 TWO FAMILY DWELLINGS,1330,1100000,2025-06-13,TwoFamily
1,22 STORE BUILDINGS,4850,62588500,2025-10-21,Commercial
1,22 STORE BUILDINGS,3541,62588500,2025-10-21,Commercial
5,01 ONE FAMILY DWELLINGS,972,1050000,2025-05-20,OneFamily
5,01 ONE FAMILY DWELLINGS,900,628000,2025-04-17,OneFamily
4,22 STORE BUILDINGS,1800,2107000,2025-04-15,Commercial
5,01 ONE FAMILY DWELLINGS,1504,869000,2025-03-13,OneFamily
2,30 WAREHOUSES,22371,3900000,2025-06-04,Commercial
5,01 ONE FAMILY DWELLINGS,1244,562500,2025-01-30,OneFamily
5,01 ONE FAMILY DWELLINGS,1200,535000,2025-07-11,OneFamily
4,01 ONE FAMILY DWELLINGS,1878,1250000,2025-10-29,OneFamily
5,22 STORE BUILDINGS,4250,1300000,2025-03-20,Commercial
5,01 ONE FAMILY DWELLINGS,5376,1088000,2025-07-22,OneFamily
5,01 ONE FAMILY DWELLINGS,3801,1750000,2025-05-14,OneFamily
2,01 ONE FAMILY DWELLINGS,1648,375000,2025-02-27,OneFamily
3,02 TWO FAMILY DWELLINGS,1683,1120000,2025-04-03,TwoFamily
4,01 ONE FAMILY DWELLINGS,1190,850000,2025-09-03,OneFamily
5,02 TWO FAMILY DWELLINGS,1493,615000,2025-08-08,TwoFamily
5,01 ONE FAMILY DWELLINGS,900,845000,2024-11-15,OneFamily
1,07 RENTALS - WALKUP APARTMENTS,5500,2800000,2025-06-26,WalkupApt
2,01 ONE FAMILY DWELLINGS,1648,655000,2025-03-31,OneFamily
4,01 ONE FAMILY DWELLINGS,1920,775000,2025-02-12,OneFamily
4,02 TWO FAMILY DWELLINGS,2238,1200000,2025-09-12,TwoFamily
5,02 TWO FAMILY DWELLINGS,1300,400000,2025-06-27,TwoFamily
5,01 ONE FAMILY DWELLINGS,1320,183211,2024-12-06,OneFamily
5,01 ONE FAMILY DWELLINGS,1320,660000,2025-03-20,OneFamily
2,08 RENTALS - ELEVATOR APARTMENTS,47145,3642810,2025-05-16,ElevatorApt
2,08 RENTALS - ELEVATOR APARTMENTS,56000,4711590,2025-05-16,ElevatorApt
4,01 ONE FAMILY DWELLINGS,4000,1900000,2025-03-05,OneFamily
4,07 RENTALS - WALKUP APARTMENTS,25832,4750000,2024-11-18,WalkupApt
4,21 OFFICE BUILDINGS,16950,5500000,2024-12-20,Commercial
5,01 ONE FAMILY DWELLINGS,1844,670000,2025-02-13,OneFamily
5,01 ONE FAMILY DWELLINGS,1960,1100000,2024-11-19,OneFamily
1,32 HOSPITAL AND HEALTH FACILITIES,70848,27589375,2024-12-16,Commercial
5,01 ONE FAMILY DWELLINGS,825,459000,2025-03-25,OneFamily
5,01 ONE FAMILY DWELLINGS,910,295074,2025-07-18,OneFamily
5,02 TWO FAMILY DWELLINGS,2312,1365000,2025-02-04,TwoFamily
3,29 COMMERCIAL GARAGES,1845,5750000,2024-12-20,Commercial
3,07 RENTALS - WALKUP APARTMENTS,5535,1275000,2025-03-10,WalkupApt
5,01 ONE FAMILY DWELLINGS,1340,924000,2025-09-10,OneFamily
4,29 COMMERCIAL GARAGES,2300,6666667,2025-07-15,Commercial
1,01 ONE FAMILY DWELLINGS,3166,9900000,2025-03-27,OneFamily
1,03 THREE FAMILY DWELLINGS,2040,800000,2024-12-02,ThreeFamily
5,02 TWO FAMILY DWELLINGS,2554,1200000,2025-06-13,TwoFamily
5,01 ONE FAMILY DWELLINGS,2527,1500000,2025-05-06,OneFamily
4,37 RELIGIOUS FACILITIES,11000,3500000,2025-04-25,Other
1,01 ONE FAMILY DWELLINGS,3232,3300000,2025-10-15,OneFamily
4,01 ONE FAMILY DWELLINGS,3088,3200000,2025-01-14,OneFamily
2,26 OTHER HOTELS,8070,4400000,2024-11-07,Commercial
3,30 WAREHOUSES,11000,3175000,2025-05-27,Commercial
4,02 TWO FAMILY DWELLINGS,2480,990000,2025-03-20,TwoFamily
4,14 RENTALS - 4-10 UNIT,3300,2400000,2025-03-31,Other
5,01 ONE FAMILY DWELLINGS,900,445000,2025-05-22,OneFamily
3,07 RENTALS - WALKUP APARTMENTS,28200,2300000,2025-09-29,WalkupApt
5,01 ONE FAMILY DWELLINGS,2002,1180000,2025-07-29,OneFamily
5,01 ONE FAMILY DWELLINGS,3494,1475000,2025-04-09,OneFamily
5,01 ONE FAMILY DWELLINGS,1432,560000,2024-11-18,OneFamily
3,01 ONE FAMILY DWELLINGS,1328,785010,2024-11-14,OneFamily
